Diameter,run,Time,Stimulus
61.945,3,16.400000000000002,red
61.945,3,16.42,red
61.945,3,16.44,red
61.945,3,16.46,red
61.910000000000004,3,16.48,red
61.675,3,16.5,red
61.67,3,16.52,red
61.62,3,16.54,red
61.62,3,16.56,red
61.62,3,16.580000000000002,red
61.67,3,16.6,red
61.67,3,16.62,red
61.67,3,16.64,red
61.67,3,16.66,red
61.675,3,16.68,red
61.675,3,16.7,red
61.67,3,16.72,red
61.62,3,16.740000000000002,red
61.67,3,16.76,red
61.644999999999996,3,16.78,red
61.67,3,16.8,red
61.644999999999996,3,16.82,red
61.67,3,16.84,red
